date,pm10,pm25,so2,co,o3,no2,hc,ispu_pm10,ispu_pm25,ispu_so2,ispu_co,ispu_o3,ispu_no2,ispu_hc
2024-10-03,18.76,16.35,59.22,337.0,70.07,84.49,3.79,17.2,43.7,53.3,3.3,9.7,69.0,0.5
2024-10-04,19.23,16.94,36.15,315.0,114.67,30.77,3.17,20.1,52.6,45.7,4.2,44.5,27.8,0.6
2024-10-05,23.92,20.94,23.04,238.0,114.31,32.1,,21.8,54.5,25.2,3.3,47.4,18.5,0.0
2024-10-06,20.79,19.06,21.23,186.0,146.46,78.0,,21.8,54.4,21.3,2.8,53.5,30.6,0.0
2024-10-07,17.38,15.52,23.88,301.0,152.06,85.46,,19.1,52.6,21.7,3.1,63.5,51.6,0.0
2024-10-08,13.92,12.31,23.4,316.0,150.21,80.27,,14.9,42.0,22.3,3.4,63.6,51.3,0.0
2024-10-09,14.04,12.71,22.36,243.0,129.21,54.71,,8.3,24.2,13.3,1.8,36.5,29.0,0.0
2024-10-10,16.62,14.05,23.38,207.0,106.24,32.43,,,,,,,,
2024-10-11,24.06,20.81,21.19,100.0,108.35,30.97,4.11,,,,,,,
2024-10-12,27.0,23.46,23.35,112.0,145.27,86.67,6.0,25.9,56.0,19.9,0.8,47.5,30.5,0.2
2024-10-13,23.46,20.23,21.88,24.0,148.81,91.38,3.0,23.7,56.2,21.3,0.3,62.3,54.7,
2024-10-14,17.46,15.48,23.92,113.0,150.46,92.81,5.0,20.5,52.8,22.0,0.3,63.2,55.2,
2024-10-15,18.56,16.27,22.71,150.0,149.38,86.63,5.11,16.1,46.1,22.5,0.5,62.6,54.0,
2024-10-16,16.46,14.25,21.02,15.0,140.85,86.06,4.4,20.1,52.3,20.9,0.8,60.7,52.5,
2024-10-17,17.25,14.54,21.48,20.0,139.21,87.94,5.11,15.8,44.1,20.3,0.0,58.9,53.3,
2024-10-18,16.62,14.81,20.79,7.0,121.26,43.45,3.0,17.2,46.7,19.5,0.0,53.5,44.2,
2024-10-19,26.54,23.4,23.29,,154.02,72.5,,21.0,53.6,21.2,0.0,56.3,31.2,
2024-10-20,34.77,30.81,25.04,,143.13,52.0,,28.9,63.0,22.8,0.0,63.2,41.0,
2024-10-21,33.56,29.85,28.21,,144.92,65.75,,42.4,77.5,27.5,0.0,59.7,33.3,
2024-10-22,26.25,22.54,25.52,,145.98,65.77,,22.0,55.0,24.3,0.0,61.5,42.6,
2024-10-23,21.02,18.42,22.71,,143.92,59.54,,25.2,57.7,23.4,0.0,60.6,38.6,
2024-10-24,15.98,14.15,22.56,,140.19,55.6,,19.5,51.9,22.0,0.0,59.7,36.0,
2024-10-25,20.04,18.08,21.6,,140.25,56.77,,17.9,49.9,21.0,0.0,59.1,36.0,
2024-10-26,15.0,12.94,23.75,,135.6,55.81,,15.5,42.9,21.8,0.0,57.3,34.1,
2024-10-27,16.71,14.46,21.42,,137.94,59.58,,16.9,47.6,21.9,0.0,57.8,36.8,
2024-10-28,16.49,14.36,23.89,,121.53,40.51,,16.0,46.0,20.0,0.0,58.0,37.0,
2024-10-29,18.52,15.92,20.65,,72.6,49.74,,16.0,45.0,20.0,0.0,58.0,37.0,0.0
2024-10-30,17.4,15.02,23.25,44.0,38.06,83.21,,19.6,51.7,20.2,0.0,22.3,55.3,0.0
2024-10-31,17.96,15.33,28.23,228.0,14.15,32.04,,16.6,45.7,25.0,0.9,8.8,26.8,0.0
2024-11-01,25.81,22.47,43.86,524.0,31.05,73.26,,17.7,47.1,29.2,3.3,6.4,21.5,0.0
2024-11-02,27.13,24.02,54.4,444.0,63.83,158.21,,32.5,66.2,50.5,8.0,22.7,43.8,0.0
2024-11-03,25.65,22.98,50.67,269.0,63.5,160.71,,24.5,57.8,49.6,4.0,26.9,0.0,0.0
2024-11-04,19.6,17.27,52.15,375.0,63.94,157.7,,23.8,57.0,48.7,3.0,26.3,0.0,0.0
2024-11-05,22.48,19.24,44.37,315.0,76.28,146.76,1.0,19.0,49.9,47.0,5.2,27.2,13.2,0.0
2024-11-06,26.02,22.42,32.15,225.0,68.75,104.65,,22.4,54.6,33.5,2.5,31.3,67.6,0.0
2024-11-07,29.92,26.31,33.02,214.0,63.46,106.81,,33.7,67.6,32.0,3.5,28.4,61.8,0.0
2024-11-08,21.65,18.75,30.67,254.0,64.4,99.67,,20.6,53.1,30.4,2.0,25.7,58.5,0.0
2024-11-09,22.46,19.69,31.5,299.0,64.79,101.42,,23.6,56.1,29.3,2.5,27.0,59.0,0.0
2024-11-10,14.4,13.44,29.31,273.0,61.31,94.17,,15.2,45.1,28.9,2.3,26.7,56.8,0.0
2024-11-11,29.23,25.1,30.75,158.0,62.44,94.77,,23.8,55.9,29.5,2.1,26.0,56.8,0.0
2024-11-12,37.1,32.08,31.44,212.0,60.81,94.17,,31.7,64.9,29.9,2.0,25.1,54.8,0.0
2024-11-13,61.23,50.82,34.73,297.0,42.66,97.82,,42.3,73.8,28.5,2.5,20.9,52.7,0.0
2024-11-14,66.7,56.68,34.28,172.0,8.11,83.0,7.0,59.4,102.5,32.9,3.2,3.5,49.2,0.0
2024-11-15,52.4,44.5,36.06,285.0,72.6,116.71,1.0,49.5,85.1,26.6,2.1,5.8,18.2,0.0
2024-11-16,50.5,43.44,1.0,27.0,74.13,127.23,,52.0,88.6,2.5,0.3,28.7,66.8,0.0
2024-11-17,38.25,32.58,9.67,,73.44,113.9,9.0,47.6,81.6,0.0,0.0,31.0,65.5,
2024-11-18,28.54,24.92,14.23,,74.21,131.54,2.0,31.8,65.1,0.0,0.0,31.0,67.1,
2024-11-19,24.83,21.54,2.0,66.0,79.6,181.47,,24.9,57.5,0.0,0.0,31.8,48.0,0.0
2024-11-20,19.85,17.25,9.67,6.0,75.73,153.22,,22.7,55.3,0.0,0.0,32.8,6.8,0.0
2024-11-21,24.88,21.6,14.23,30.0,58.0,,2.0,21.4,53.7,6.6,0.0,27.5,3.4,0.0
2024-11-22,25.59,22.48,20.26,101.0,36.07,,7.0,25.1,56.9,15.6,0.0,21.6,0.0,
2024-11-23,27.04,23.75,20.29,8.0,1.17,,,24.5,57.7,21.3,0.0,4.6,0.0,
2024-11-24,31.21,27.27,19.1,22.0,1.04,,3.0,29.9,63.1,17.5,0.0,0.0,0.0,
2024-11-25,34.52,30.48,24.35,181.0,1.12,,6.0,34.0,68.4,22.0,0.0,0.0,0.0,
2024-11-26,18.15,15.73,18.79,,1.0,,,23.5,55.8,19.9,0.0,0.0,0.0,0.0
2024-11-27,28.83,25.15,20.29,,1.0,,,26.3,59.2,20.0,0.0,0.0,0.0,0.0
2024-11-28,5.5,5.27,15.54,,1.0,,,28.0,61.0,19.0,0.0,0.0,0.0,0.0
2024-11-29,12.96,11.31,20.19,35.0,1.0,,,26.0,59.0,19.0,0.0,0.0,0.0,0.0
2024-11-30,9.25,8.21,19.31,3.0,1.0,,,12.4,35.4,18.3,0.0,0.0,0.0,0.0
2024-12-01,16.77,14.98,24.44,5.0,2.56,,,12.0,34.6,21.6,0.0,0.3,,0.0
2024-12-02,16.51,14.43,21.57,28.0,3.04,,,16.8,47.5,21.7,0.0,1.0,,0.0
2024-12-03,10.72,9.38,18.44,,3.34,,,11.8,33.0,15.8,0.0,0.8,,0.0
2024-12-04,24.42,21.06,19.1,,1.0,,,,,,,,,
2024-12-05,23.67,20.04,23.21,108.0,1.32,,9.0,22.8,52.0,17.5,0.0,0.0,,0.0
2024-12-06,19.69,17.58,22.19,14.0,2.71,,,23.2,56.3,24.6,0.0,0.6,,0.0
2024-12-07,17.83,16.1,18.77,11.0,2.59,,,17.3,49.3,17.8,0.0,1.0,,0.0
2024-12-08,19.81,17.36,18.4,,1.05,,,18.6,50.2,17.9,0.0,0.3,,0.0
2024-12-09,10.81,9.33,20.05,67.0,1.0,,8.85,7.1,19.4,7.0,0.0,0.0,,0.0
2024-12-10,,,,,,,,,,,,,,
2024-12-11,,,,,,,,,,,,,,
2024-12-12,,,,,,,,,,,,,,
2024-12-13,,,,,,,,,,,,,,
2024-12-14,,,,,,,,,,,,,,
2024-12-15,,,,,,,,,,,,,,
2024-12-16,,,,,,,,,,,,,,
2024-12-17,,,,,,,,,,,,,,
2024-12-18,,,,,,,,,,,,,,
2024-12-19,,,,,,,,,,,,,,
2024-12-20,,,,,,,,,,,,,,
2024-12-21,,,,,,,,,,,,,,
2024-12-22,,,,,,,,,,,,,,
2024-12-23,,,,,,,,,,,,,,
2024-12-24,,,,,,,,,,,,,,
2024-12-25,,,,,,,,,,,,,,
2024-12-26,,,,,,,,,,,,,,
2024-12-27,,,,,,,,,,,,,,
2024-12-28,,,,,,,,,,,,,,
2024-12-29,,,,,,,,,,,,,,
2024-12-30,,,,,,,,,,,,,,
2024-12-31,,,,,,,,,,,,,,
